gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
yiaS:3750086-3750781:+,yiaS,NC_000913.3,3750085,3750781,+,696,Supplementary Table 1,1106,MG1655,3750086,3750781
ytfL:4439872-4441215:-,ytfL,NC_000913.3,4439871,4441215,-,1344,Supplementary Table 1,1107,MG1655,4439872,4441215
envR:3412803-3413465:-,envR,NC_000913.3,3412802,3413465,-,663,Supplementary Table 1,1108,MG1655,3412803,3413465
plsC:3162744-3163481:-,plsC,NC_000913.3,3162743,3163481,-,738,Supplementary Table 1,1109,MG1655,3162744,3163481
malT:3553085-3555790:+,malT,NC_000913.3,3553084,3555790,+,2706,Supplementary Table 1,1110,MG1655,3553085,3555790
pmrR:4332116-4332205:+,pmrR,NC_000913.3,4332115,4332205,+,90,Supplementary Table 1,1111,MG1655,4332116,4332205
gntP:4549953-4551296:-,gntP,NC_000913.3,4549952,4551296,-,1344,Supplementary Table 1,1112,MG1655,4549953,4551296
ygjH:3220915-3221247:-,ygjH,NC_000913.3,3220914,3221247,-,333,Supplementary Table 1,1113,MG1655,3220915,3221247
rhlB:3964365-3965630:-,rhlB,NC_000913.3,3964364,3965630,-,1266,Supplementary Table 1,1114,MG1655,3964365,3965630
rzpD:578107-578568:+,rzpD,NC_000913.3,578106,578568,+,462,Supplementary Table 1,1115,MG1655,578107,578568
alsE:4307783-4308478:-,alsE,NC_000913.3,4307782,4308478,-,696,Supplementary Table 1,1116,MG1655,4307783,4308478
clpP:456677-457300:+,clpP,NC_000913.3,456676,457300,+,624,Supplementary Table 1,1117,MG1655,456677,457300
oppB:1302899-1303819:+,oppB,NC_000913.3,1302898,1303819,+,921,Supplementary Table 1,1118,MG1655,1302899,1303819
yciB:1312351-1312890:-,yciB,NC_000913.3,1312350,1312890,-,540,Supplementary Table 1,1119,MG1655,1312351,1312890
eutT:2573502-2574305:-,eutT,NC_000913.3,2573501,2574305,-,804,Supplementary Table 1,1120,MG1655,2573502,2574305
ypdA:2498671-2500368:+,ypdA,NC_000913.3,2498670,2500368,+,1698,Supplementary Table 1,1121,MG1655,2498671,2500368
yqiJ:3192208-3192837:+,yqiJ,NC_000913.3,3192207,3192837,+,630,Supplementary Table 1,1122,MG1655,3192208,3192837
ftsA:103982-105244:+,ftsA,NC_000913.3,103981,105244,+,1263,Supplementary Table 1,1123,MG1655,103982,105244
cmtB:3078887-3079330:-,cmtB,NC_000913.3,3078886,3079330,-,444,Supplementary Table 1,1124,MG1655,3078887,3079330
fieF:4106469-4107371:+,fieF,NC_000913.3,4106468,4107371,+,903,Supplementary Table 1,1125,MG1655,4106469,4107371
eutD:2572489-2573505:-,eutD,NC_000913.3,2572488,2573505,-,1017,Supplementary Table 1,1126,MG1655,2572489,2573505
ygjJ:3227801-3228871:+,ygjJ,NC_000913.3,3227800,3228871,+,1071,Supplementary Table 1,1127,MG1655,3227801,3228871
ybbC:527581-527949:+,ybbC,NC_000913.3,527580,527949,+,369,Supplementary Table 1,1128,MG1655,527581,527949
yafJ:244327-245094:+,yafJ,NC_000913.3,244326,245094,+,768,Supplementary Table 1,1129,MG1655,244327,245094
potA:1184458-1185594:-,potA,NC_000913.3,1184457,1185594,-,1137,Supplementary Table 1,1130,MG1655,1184458,1185594
mipA:1865726-1866472:-,mipA,NC_000913.3,1865725,1866472,-,747,Supplementary Table 1,1131,MG1655,1865726,1866472
clpA:923264-925540:+,clpA,NC_000913.3,923263,925540,+,2277,Supplementary Table 1,1132,MG1655,923264,925540
sbp:4108834-4109823:+,sbp,NC_000913.3,4108833,4109823,+,990,Supplementary Table 1,1133,MG1655,4108834,4109823
srlA:2825832-2826395:+,srlA,NC_000913.3,2825831,2826395,+,564,Supplementary Table 1,1134,MG1655,2825832,2826395
yrdB:3429766-3430023:-,yrdB,NC_000913.3,3429765,3430023,-,258,Supplementary Table 1,1135,MG1655,3429766,3430023
purC:2596905-2597618:-,purC,NC_000913.3,2596904,2597618,-,714,Supplementary Table 1,1136,MG1655,2596905,2597618
thyA:2964361-2965155:-,thyA,NC_000913.3,2964360,2965155,-,795,Supplementary Table 1,1137,MG1655,2964361,2965155
yaeQ:214291-214836:+,yaeQ,NC_000913.3,214290,214836,+,546,Supplementary Table 1,1138,MG1655,214291,214836
cspE:657292-657501:+,cspE,NC_000913.3,657291,657501,+,210,Supplementary Table 1,1139,MG1655,657292,657501
bglB:3902289-3903701:-,bglB,NC_000913.3,3902288,3903701,-,1413,Supplementary Table 1,1140,MG1655,3902289,3903701
ahpF:639753-641318:+,ahpF,NC_000913.3,639752,641318,+,1566,Supplementary Table 1,1141,MG1655,639753,641318
rpoZ:3822106-3822381:+,rpoZ,NC_000913.3,3822105,3822381,+,276,Supplementary Table 1,1142,MG1655,3822106,3822381
uraA:2618871-2620160:-,uraA,NC_000913.3,2618870,2620160,-,1290,Supplementary Table 1,1143,MG1655,2618871,2620160
yggX:3104093-3104368:+,yggX,NC_000913.3,3104092,3104368,+,276,Supplementary Table 1,1144,MG1655,3104093,3104368
kdsD:3341266-3342252:+,kdsD,NC_000913.3,3341265,3342252,+,987,Supplementary Table 1,1145,MG1655,3341266,3342252
dadX:1238879-1239949:+,dadX,NC_000913.3,1238878,1239949,+,1071,Supplementary Table 1,1146,MG1655,1238879,1239949
rbsB:3936278-3937168:+,rbsB,NC_000913.3,3936277,3937168,+,891,Supplementary Table 1,1147,MG1655,3936278,3937168
yjiM:4564699-4565850:-,yjiM,NC_000913.3,4564698,4565850,-,1152,Supplementary Table 1,1148,MG1655,4564699,4565850
gloA:1727837-1728244:+,gloA,NC_000913.3,1727836,1728244,+,408,Supplementary Table 1,1149,MG1655,1727837,1728244
ispA:440202-441101:-,ispA,NC_000913.3,440201,441101,-,900,Supplementary Table 1,1150,MG1655,440202,441101
waaG:3805943-3807067:-,waaG,NC_000913.3,3805942,3807067,-,1125,Supplementary Table 1,1151,MG1655,3805943,3807067
hemX:3987885-3989066:-,hemX,NC_000913.3,3987884,3989066,-,1182,Supplementary Table 1,1152,MG1655,3987885,3989066
yfcI:2422649-2423539:-,yfcI,NC_000913.3,2422648,2423539,-,891,Supplementary Table 1,1153,MG1655,2422649,2423539
yfiR:2741875-2742393:+,yfiR,NC_000913.3,2741874,2742393,+,519,Supplementary Table 1,1154,MG1655,2741875,2742393
fumB:4345680-4347326:-,fumB,NC_000913.3,4345679,4347326,-,1647,Supplementary Table 1,1155,MG1655,4345680,4347326
yicG:3818874-3819491:+,yicG,NC_000913.3,3818873,3819491,+,618,Supplementary Table 1,1156,MG1655,3818874,3819491
yraJ:3288814-3291330:+,yraJ,NC_000913.3,3288813,3291330,+,2517,Supplementary Table 1,1157,MG1655,3288814,3291330
yihD:4042069-4042338:+,yihD,NC_000913.3,4042068,4042338,+,270,Supplementary Table 1,1158,MG1655,4042069,4042338
queD:2892214-2892579:+,queD,NC_000913.3,2892213,2892579,+,366,Supplementary Table 1,1159,MG1655,2892214,2892579
yjeT:4404386-4404583:+,yjeT,NC_000913.3,4404385,4404583,+,198,Supplementary Table 1,1160,MG1655,4404386,4404583
frvB:4090915-4092366:-,frvB,NC_000913.3,4090914,4092366,-,1452,Supplementary Table 1,1161,MG1655,4090915,4092366
ssrS:3055983-3056165:+,ssrS,NC_000913.3,3055982,3056165,+,183,Supplementary Table 1,1162,MG1655,3055983,3056165
ykgI:318331-318567:-,ykgI,NC_000913.3,318330,318567,-,237,Supplementary Table 1,1163,MG1655,318331,318567
glyY:4392583-4392658:+,glyY,NC_000913.3,4392582,4392658,+,76,Supplementary Table 1,1164,MG1655,4392583,4392658
fucI:2935584-2937359:+,fucI,NC_000913.3,2935583,2937359,+,1776,Supplementary Table 1,1165,MG1655,2935584,2937359
fimC:4544304-4545029:+,fimC,NC_000913.3,4544303,4545029,+,726,Supplementary Table 1,1166,MG1655,4544304,4545029
yeaW:1884665-1885789:+,yeaW,NC_000913.3,1884664,1885789,+,1125,Supplementary Table 1,1167,MG1655,1884665,1885789
ftsN:4122380-4123339:-,ftsN,NC_000913.3,4122379,4123339,-,960,Supplementary Table 1,1168,MG1655,4122380,4123339
nohD:580834-581379:+,nohD,NC_000913.3,580833,581379,+,546,Supplementary Table 1,1169,MG1655,580834,581379
yigZ:4032492-4033106:+,yigZ,NC_000913.3,4032491,4033106,+,615,Supplementary Table 1,1170,MG1655,4032492,4033106
yeiG:2243910-2244746:+,yeiG,NC_000913.3,2243909,2244746,+,837,Supplementary Table 1,1171,MG1655,2243910,2244746
pqiA:1012001-1013254:+,pqiA,NC_000913.3,1012000,1013254,+,1254,Supplementary Table 1,1172,MG1655,1012001,1013254
sibE:3195099-3195240:-,sibE,NC_000913.3,3195098,3195240,-,142,Supplementary Table 1,1173,MG1655,3195099,3195240
hemB:388753-389727:-,hemB,NC_000913.3,388752,389727,-,975,Supplementary Table 1,1174,MG1655,388753,389727
smtA:973537-974322:+,smtA,NC_000913.3,973536,974322,+,786,Supplementary Table 1,1175,MG1655,973537,974322
yigM:4011076-4011975:+,yigM,NC_000913.3,4011075,4011975,+,900,Supplementary Table 1,1176,MG1655,4011076,4011975
ptrA:2955996-2958884:-,ptrA,NC_000913.3,2955995,2958884,-,2889,Supplementary Table 1,1177,MG1655,2955996,2958884
nnr:4394066-4395613:+,nnr,NC_000913.3,4394065,4395613,+,1548,Supplementary Table 1,1178,MG1655,4394066,4395613
parE:3173504-3175396:-,parE,NC_000913.3,3173503,3175396,-,1893,Supplementary Table 1,1179,MG1655,3173504,3175396
rrsC:3941808-3943349:+,rrsC,NC_000913.3,3941807,3943349,+,1542,Supplementary Table 1,1180,MG1655,3941808,3943349
yrdA:3429236-3429790:+,yrdA,NC_000913.3,3429235,3429790,+,555,Supplementary Table 1,1181,MG1655,3429236,3429790
ydcF:1487235-1488035:+,ydcF,NC_000913.3,1487234,1488035,+,801,Supplementary Table 1,1182,MG1655,1487235,1488035
yjhC:4505287-4506405:+,yjhC,NC_000913.3,4505286,4506405,+,1119,Supplementary Table 1,1183,MG1655,4505287,4506405
gspG:3461023-3461460:+,gspG,NC_000913.3,3461022,3461460,+,438,Supplementary Table 1,1184,MG1655,3461023,3461460
uacT:3031367-3032815:+,uacT,NC_000913.3,3031366,3032815,+,1449,Supplementary Table 1,1185,MG1655,3031367,3032815
rrrQ:1639524-1640057:-,rrrQ,NC_000913.3,1639523,1640057,-,534,Supplementary Table 1,1186,MG1655,1639524,1640057
aspU:228928-229004:+,aspU,NC_000913.3,228927,229004,+,77,Supplementary Table 1,1187,MG1655,228928,229004
yhbX:3319988-3321613:-,yhbX,NC_000913.3,3319987,3321613,-,1626,Supplementary Table 1,1188,MG1655,3319988,3321613
acrF:3415033-3418137:+,acrF,NC_000913.3,3415032,3418137,+,3105,Supplementary Table 1,1189,MG1655,3415033,3418137
sfmC:558974-559666:+,sfmC,NC_000913.3,558973,559666,+,693,Supplementary Table 1,1190,MG1655,558974,559666
glgB:3571316-3573502:-,glgB,NC_000913.3,3571315,3573502,-,2187,Supplementary Table 1,1191,MG1655,3571316,3573502
rluD:2735031-2736011:-,rluD,NC_000913.3,2735030,2736011,-,981,Supplementary Table 1,1192,MG1655,2735031,2736011
ygeF:2990554-2991043:+,ygeF,NC_000913.3,2990553,2991043,+,490,Supplementary Table 1,1193,MG1655,2990554,2991043
gsiD:871890-872801:+,gsiD,NC_000913.3,871889,872801,+,912,Supplementary Table 1,1194,MG1655,871890,872801
flhD:1977847-1978197:-,flhD,NC_000913.3,1977846,1978197,-,351,Supplementary Table 1,1195,MG1655,1977847,1978197
ydfV:1645897-1646202:+,ydfV,NC_000913.3,1645896,1646202,+,306,Supplementary Table 1,1196,MG1655,1645897,1646202
fecR:4516764-4517717:-,fecR,NC_000913.3,4516763,4517717,-,954,Supplementary Table 1,1197,MG1655,4516764,4517717
visC:3051115-3052317:-,visC,NC_000913.3,3051114,3052317,-,1203,Supplementary Table 1,1198,MG1655,3051115,3052317
rpiB:4313350-4313799:+,rpiB,NC_000913.3,4313349,4313799,+,450,Supplementary Table 1,1199,MG1655,4313350,4313799
pbpG:2223938-2224870:-,pbpG,NC_000913.3,2223937,2224870,-,933,Supplementary Table 1,1200,MG1655,2223938,2224870
guaD:3025766-3027085:+,guaD,NC_000913.3,3025765,3027085,+,1320,Supplementary Table 1,1201,MG1655,3025766,3027085
rimP:3317554-3318006:-,rimP,NC_000913.3,3317553,3318006,-,453,Supplementary Table 1,1202,MG1655,3317554,3318006
rodZ:2641831-2642844:-,rodZ,NC_000913.3,2641830,2642844,-,1014,Supplementary Table 1,1203,MG1655,2641831,2642844
wecB:3970133-3971263:+,wecB,NC_000913.3,3970132,3971263,+,1131,Supplementary Table 1,1204,MG1655,3970133,3971263
ybhP:823736-824497:-,ybhP,NC_000913.3,823735,824497,-,762,Supplementary Table 1,1205,MG1655,823736,824497
aspA:4366891-4368327:-,aspA,NC_000913.3,4366890,4368327,-,1437,Supplementary Table 1,1206,MG1655,4366891,4368327
znuA:1941651-1942583:-,znuA,NC_000913.3,1941650,1942583,-,933,Supplementary Table 1,1207,MG1655,1941651,1942583
dnaK:12163-14079:+,dnaK,NC_000913.3,12162,14079,+,1917,Supplementary Table 1,1208,MG1655,12163,14079
tnaC:3888435-3888509:+,tnaC,NC_000913.3,3888434,3888509,+,75,Supplementary Table 1,1209,MG1655,3888435,3888509
hupB:461451-461723:+,hupB,NC_000913.3,461450,461723,+,273,Supplementary Table 1,1210,MG1655,461451,461723
hpt:141431-141967:+,hpt,NC_000913.3,141430,141967,+,537,Supplementary Table 1,1211,MG1655,141431,141967
nudI:2364554-2364979:+,nudI,NC_000913.3,2364553,2364979,+,426,Supplementary Table 1,1212,MG1655,2364554,2364979
csgB:1103951-1104406:+,csgB,NC_000913.3,1103950,1104406,+,456,Supplementary Table 1,1213,MG1655,1103951,1104406
cpxA:4103602-4104975:-,cpxA,NC_000913.3,4103601,4104975,-,1374,Supplementary Table 1,1214,MG1655,4103602,4104975
ypdB:2500383-2501117:+,ypdB,NC_000913.3,2500382,2501117,+,735,Supplementary Table 1,1215,MG1655,2500383,2501117
yaaI:11382-11786:-,yaaI,NC_000913.3,11381,11786,-,405,Supplementary Table 1,1216,MG1655,11382,11786
yohP:2228982-2229065:+,yohP,NC_000913.3,2228981,2229065,+,84,Supplementary Table 1,1217,MG1655,2228982,2229065
garP:3273573-3274907:-,garP,NC_000913.3,3273572,3274907,-,1335,Supplementary Table 1,1218,MG1655,3273573,3274907
fabZ:202101-202556:+,fabZ,NC_000913.3,202100,202556,+,456,Supplementary Table 1,1219,MG1655,202101,202556
gshB:3091878-3092828:+,gshB,NC_000913.3,3091877,3092828,+,951,Supplementary Table 1,1220,MG1655,3091878,3092828
mlaA:2464252-2465007:-,mlaA,NC_000913.3,2464251,2465007,-,756,Supplementary Table 1,1221,MG1655,2464252,2465007
uxuB:4552901-4554361:+,uxuB,NC_000913.3,4552900,4554361,+,1461,Supplementary Table 1,1222,MG1655,4552901,4554361
yibA:3766337-3767179:+,yibA,NC_000913.3,3766336,3767179,+,843,Supplementary Table 1,1223,MG1655,3766337,3767179
ispG:2640686-2641804:-,ispG,NC_000913.3,2640685,2641804,-,1119,Supplementary Table 1,1224,MG1655,2640686,2641804
yagF:283201-285168:+,yagF,NC_000913.3,283200,285168,+,1968,Supplementary Table 1,1225,MG1655,283201,285168
dld:2222185-2223900:+,dld,NC_000913.3,2222184,2223900,+,1716,Supplementary Table 1,1226,MG1655,2222185,2223900
yedF:2009479-2009712:+,yedF,NC_000913.3,2009478,2009712,+,234,Supplementary Table 1,1227,MG1655,2009479,2009712
ychQ:1266924-1267316:+,ychQ,NC_000913.3,1266923,1267316,+,393,Supplementary Table 1,1228,MG1655,1266924,1267316
kefG:3480607-3481161:-,kefG,NC_000913.3,3480606,3481161,-,555,Supplementary Table 1,1229,MG1655,3480607,3481161
yfdF:2463012-2464070:+,yfdF,NC_000913.3,2463011,2464070,+,1059,Supplementary Table 1,1230,MG1655,2463012,2464070
yaeR:211877-212266:+,yaeR,NC_000913.3,211876,212266,+,390,Supplementary Table 1,1231,MG1655,211877,212266
yeaP:1877715-1878740:+,yeaP,NC_000913.3,1877714,1878740,+,1026,Supplementary Table 1,1232,MG1655,1877715,1878740
feoB:3540407-3542728:+,feoB,NC_000913.3,3540406,3542728,+,2322,Supplementary Table 1,1233,MG1655,3540407,3542728
menA:4119423-4120349:-,menA,NC_000913.3,4119422,4120349,-,927,Supplementary Table 1,1234,MG1655,4119423,4120349
wcaC:2130853-2132070:-,wcaC,NC_000913.3,2130852,2132070,-,1218,Supplementary Table 1,1235,MG1655,2130853,2132070
queF:2925348-2926196:+,queF,NC_000913.3,2925347,2926196,+,849,Supplementary Table 1,1236,MG1655,2925348,2926196
rsxG:1710204-1710824:+,rsxG,NC_000913.3,1710203,1710824,+,621,Supplementary Table 1,1237,MG1655,1710204,1710824
ykfJ:253479-253685:+,ykfJ,NC_000913.3,253478,253685,+,207,Supplementary Table 1,1238,MG1655,253479,253685
rho:3966417-3967676:+,rho,NC_000913.3,3966416,3967676,+,1260,Supplementary Table 1,1239,MG1655,3966417,3967676
serA:3057178-3058410:-,serA,NC_000913.3,3057177,3058410,-,1233,Supplementary Table 1,1240,MG1655,3057178,3058410
cysD:2875421-2876329:-,cysD,NC_000913.3,2875420,2876329,-,909,Supplementary Table 1,1241,MG1655,2875421,2876329
ftsQ:103155-103985:+,ftsQ,NC_000913.3,103154,103985,+,831,Supplementary Table 1,1242,MG1655,103155,103985
argQ:2817784-2817860:-,argQ,NC_000913.3,2817783,2817860,-,77,Supplementary Table 1,1243,MG1655,2817784,2817860
rffH:3973608-3974489:+,rffH,NC_000913.3,3973607,3974489,+,882,Supplementary Table 1,1244,MG1655,3973608,3974489
mcrB:4577958-4579337:-,mcrB,NC_000913.3,4577957,4579337,-,1380,Supplementary Table 1,1245,MG1655,4577958,4579337
greB:3536812-3537288:+,greB,NC_000913.3,3536811,3537288,+,477,Supplementary Table 1,1246,MG1655,3536812,3537288
yfiB:2743625-2744107:+,yfiB,NC_000913.3,2743624,2744107,+,483,Supplementary Table 1,1247,MG1655,2743625,2744107
dmlR:1880886-1881809:-,dmlR,NC_000913.3,1880885,1881809,-,924,Supplementary Table 1,1248,MG1655,1880886,1881809
yjbF:4236262-4236900:+,yjbF,NC_000913.3,4236261,4236900,+,639,Supplementary Table 1,1249,MG1655,4236262,4236900
ftsB:2872509-2872820:-,ftsB,NC_000913.3,2872508,2872820,-,312,Supplementary Table 1,1250,MG1655,2872509,2872820
pflA:950340-951080:-,pflA,NC_000913.3,950339,951080,-,741,Supplementary Table 1,1251,MG1655,950340,951080
map:188712-189506:-,map,NC_000913.3,188711,189506,-,795,Supplementary Table 1,1252,MG1655,188712,189506
arsR:3648528-3648881:+,arsR,NC_000913.3,3648527,3648881,+,354,Supplementary Table 1,1253,MG1655,3648528,3648881
rplQ:3439616-3439999:-,rplQ,NC_000913.3,3439615,3439999,-,384,Supplementary Table 1,1254,MG1655,3439616,3439999
codB:354922-356181:+,codB,NC_000913.3,354921,356181,+,1260,Supplementary Table 1,1255,MG1655,354922,356181
sdaB:2929576-2930943:+,sdaB,NC_000913.3,2929575,2930943,+,1368,Supplementary Table 1,1256,MG1655,2929576,2930943
gnsA:1052067-1052240:+,gnsA,NC_000913.3,1052066,1052240,+,174,Supplementary Table 1,1257,MG1655,1052067,1052240
rapA:60358-63264:-,rapA,NC_000913.3,60357,63264,-,2907,Supplementary Table 1,1258,MG1655,60358,63264
yoaG:1879403-1879585:-,yoaG,NC_000913.3,1879402,1879585,-,183,Supplementary Table 1,1259,MG1655,1879403,1879585
tusE:1030339-1030668:-,tusE,NC_000913.3,1030338,1030668,-,330,Supplementary Table 1,1260,MG1655,1030339,1030668
uxaC:3243329-3244741:-,uxaC,NC_000913.3,3243328,3244741,-,1413,Supplementary Table 1,1261,MG1655,3243329,3244741
ygaC:2799650-2799994:-,ygaC,NC_000913.3,2799649,2799994,-,345,Supplementary Table 1,1262,MG1655,2799650,2799994
yrfF:3526469-3528604:+,yrfF,NC_000913.3,3526468,3528604,+,2136,Supplementary Table 1,1263,MG1655,3526469,3528604
mscM:4386047-4389370:-,mscM,NC_000913.3,4386046,4389370,-,3324,Supplementary Table 1,1264,MG1655,4386047,4389370
yejH:2280632-2282392:+,yejH,NC_000913.3,2280631,2282392,+,1761,Supplementary Table 1,1265,MG1655,2280632,2282392
pka:2719953-2722613:+,pka,NC_000913.3,2719952,2722613,+,2661,Supplementary Table 1,1266,MG1655,2719953,2722613
bcsF:3698026-3698217:+,bcsF,NC_000913.3,3698025,3698217,+,192,Supplementary Table 1,1267,MG1655,3698026,3698217
ffh:2746434-2747795:-,ffh,NC_000913.3,2746433,2747795,-,1362,Supplementary Table 1,1268,MG1655,2746434,2747795
yceA:1116807-1117859:+,yceA,NC_000913.3,1116806,1117859,+,1053,Supplementary Table 1,1269,MG1655,1116807,1117859
atpG:3917402-3918265:-,atpG,NC_000913.3,3917401,3918265,-,864,Supplementary Table 1,1270,MG1655,3917402,3918265
emrA:2811427-2812599:+,emrA,NC_000913.3,2811426,2812599,+,1173,Supplementary Table 1,1271,MG1655,2811427,2812599
potB:1183617-1184444:-,potB,NC_000913.3,1183616,1184444,-,828,Supplementary Table 1,1272,MG1655,1183617,1184444
ydiQ:1779617-1780381:+,ydiQ,NC_000913.3,1779616,1780381,+,765,Supplementary Table 1,1273,MG1655,1779617,1780381
gloB:234027-234782:-,gloB,NC_000913.3,234026,234782,-,756,Supplementary Table 1,1274,MG1655,234027,234782
yhhX:3579768-3580805:-,yhhX,NC_000913.3,3579767,3580805,-,1038,Supplementary Table 1,1275,MG1655,3579768,3580805
ykgJ:303853-304182:-,ykgJ,NC_000913.3,303852,304182,-,330,Supplementary Table 1,1276,MG1655,303853,304182
yqcA:2922535-2922984:-,yqcA,NC_000913.3,2922534,2922984,-,450,Supplementary Table 1,1277,MG1655,2922535,2922984
surE:2869513-2870274:-,surE,NC_000913.3,2869512,2870274,-,762,Supplementary Table 1,1278,MG1655,2869513,2870274
yfiP:2719223-2719921:+,yfiP,NC_000913.3,2719222,2719921,+,699,Supplementary Table 1,1279,MG1655,2719223,2719921
yafE:231926-232549:+,yafE,NC_000913.3,231925,232549,+,624,Supplementary Table 1,1280,MG1655,231926,232549
mlc:1667344-1668564:-,mlc,NC_000913.3,1667343,1668564,-,1221,Supplementary Table 1,1281,MG1655,1667344,1668564
yncI:1530586-1531639:+,yncI,NC_000913.3,1530585,1531639,+,1054,Supplementary Table 1,1282,MG1655,1530586,1531639
queA:425011-426081:+,queA,NC_000913.3,425010,426081,+,1071,Supplementary Table 1,1283,MG1655,425011,426081
ygcN:2892657-2893928:+,ygcN,NC_000913.3,2892656,2893928,+,1272,Supplementary Table 1,1284,MG1655,2892657,2893928
ybfQ:736445-736684:+,ybfQ,NC_000913.3,736444,736684,+,240,Supplementary Table 1,1285,MG1655,736445,736684
yihW:4074669-4075454:+,yihW,NC_000913.3,4074668,4075454,+,786,Supplementary Table 1,1286,MG1655,4074669,4075454
rnhB:204493-205089:+,rnhB,NC_000913.3,204492,205089,+,597,Supplementary Table 1,1287,MG1655,204493,205089
cysT:1991914-1991987:-,cysT,NC_000913.3,1991913,1991987,-,74,Supplementary Table 1,1288,MG1655,1991914,1991987
yqcC:2923784-2924113:-,yqcC,NC_000913.3,2923783,2924113,-,330,Supplementary Table 1,1289,MG1655,2923784,2924113
uxuR:4554576-4555349:+,uxuR,NC_000913.3,4554575,4555349,+,774,Supplementary Table 1,1290,MG1655,4554576,4555349
kdpA:727059-728732:-,kdpA,NC_000913.3,727058,728732,-,1674,Supplementary Table 1,1291,MG1655,727059,728732
ppc:4150447-4153098:-,ppc,NC_000913.3,4150446,4153098,-,2652,Supplementary Table 1,1292,MG1655,4150447,4153098
